,step,energy,d0,d1,d2,p3,p4,p5,p6,p7,p8,p9,p10,p11
29,29,-2.102462244228154,0.014850128509441462,-0.011209420297147159,0.01151683681533773,0.352834718212943,2.5277793766285965,2.915839739341713,0.49274018985953466,2.354733655297045,0.7998351158216663,0.16,1.2712380739516662,0.3
30,30,-2.1026879393903806,0.00880337309292185,-0.014622837611813582,0.005650908249662836,0.3524671835204583,2.525472658481071,2.9149078567417757,0.49183059431304943,2.354786919065383,0.8001078384742742,0.16,1.2691487318966117,0.3
31,31,-2.102877843836598,0.003333387751700977,-0.017728968609030876,0.00034403693927440807,0.3520960594887604,2.523176447387708,2.9139908427186465,0.4909107503605436,2.3548626324854727,0.800366437512172,0.16,1.2670760270706527,0.3
32,32,-2.103038343386155,-0.0016154246492409612,-0.020556022347906027,-0.004457390787778779,0.35172162905501775,2.5208925522987764,2.9130893904421713,0.48998133995162774,2.354960648459803,0.8006106816435901,0.16,1.2650215800374445,0.3
33,33,-2.1031746644765787,-0.006093316105953619,-0.023129602788226362,-0.008801856436504895,0.35134415677183484,2.518622556418001,2.912204079493773,0.48904299878723706,2.355080773108472,0.800840393226211,0.16,1.262986779888173,0.3
34,34,-2.1032910850886704,-0.010145697077941676,-0.025472950493841767,-0.012733192022818439,0.3509638899230268,2.5163678381619636,2.9113353872376404,0.48809631912811796,2.3552227724197823,0.8010554425005668,0.16,1.2609728067513621,0.3
35,35,-2.1033911074741547,-0.013813596082112647,-0.027607161899958793,-0.016291020318007443,0.35058105961023805,2.5141295906930647,2.910483699338149,0.4871418525384396,2.355386378265576,0.8012557422718891,0.16,1.2589806526899356,0.3
36,36,-2.10347759951673,-0.017134078085206998,-0.02955138818730992,-0.0195111554860422,0.3501958818016349,2.5119088400137564,2.9096493194351787,0.48618011254033866,2.3555712938112046,0.8014412430342842,0.16,1.2570111409865,0.3
37,37,-2.103552910369474,-0.020140624646989496,-0.03132301563768098,-0.022425967033063567,0.34980855833662994,2.5097064616434657,2.9088324780037094,0.4852115771625171,2.3557771983556024,0.801611928523378,0.16,1.2550649438524346,0.3
38,38,-2.103618965017728,-0.022863478782697573,-0.03293782918470677,-0.02506470997111994,0.3494192778827345,2.5075231959234885,2.9080333404341356,0.48423669137173386,2.356003751640297,0.8017678116781725,0.16,1.2531425986205151,0.3
39,39,-2.1036773415897723,-0.02532995744370566,-0.034410160722874186,-0.027453824008531993,0.34902821684229385,2.5053596620113647,2.907252014376281,0.48325586938048215,2.356250597667799,0.80190893098929,0.16,1.251244522496806,0.3
40,40,-2.1037293345527313,-0.027564734391172137,-0.03575302359713439,-0.029617204444274806,0.34863554020814236,2.5032163706366193,2.9064885563938643,0.4822694968275868,2.356517368070095,0.8020353472086584,0.16,1.2493710259574113,0.3
41,41,-2.1037760063656785,-0.02959009608063437,-0.03697823456566109,-0.03157644728264352,0.3482414023681951,2.5010937356956906,2.905742977977914,0.4812779328310911,2.3568036850672534,0.8021471403946667,0.16,1.2475223248808536,0.3
42,42,-2.1038182296963464,-0.03142617300156046,-0.03809652440895459,-0.03335107091057485,0.34784594785972894,2.4989920847664844,2.9050152509678235,0.48028151191479923,2.357109164054729,0.8022444072666353,0.16,1.2456985515085832,0.3
43,43,-2.1038567219252307,-0.0330911487354005,-0.03911763824928889,-0.03495871650247056,0.3474493120746546,2.496911668623159,2.9043053124278577,0.4792805458113277,2.3574334158560313,0.8023272588428768,0.16,1.243899764325342,0.3
44,44,-2.10389207334698,-0.03460144881588693,-0.0400504265448887,-0.0364153291423289,0.34705162191747535,2.4948526698301685,2.9036130690252313,0.47827532514560445,2.3577760486751895,0.8023958183374904,0.16,1.2421259569485399,0.3
45,45,-2.103924770221726,-0.03597191130091278,-0.04090292763257838,-0.0377353214843771,0.3466529964179029,2.492815210491766,2.9029384009536927,0.4772661210035191,2.3581366697810213,0.8024502192922022,0.16,1.2403770661120235,0.3
46,46,-2.1039552136184163,-0.037215940799201784,-0.041682442610315736,-0.03893172161361817,0.3462535473002821,2.4907993592295385,2.9022811654440117,0.4762531863909414,2.3585148869527317,0.8024906039209341,0.16,1.2386529788250473,0.3
47,47,-2.1039837348199484,-0.03834564753886792,-0.04239560327633785,-0.04001630661809416,0.3458533795120816,2.4888051374563958,2.9016411999000558,0.4752367575886427,2.3589103097138726,0.8025171216462568,0.16,1.2369535387822237,0.3
48,48,-2.1040106079190033,-0.0393719729196762,-0.04304843377397171,-0.040999723245810846,0.3454525917137575,2.4868325250110037,2.9010183246963583,0.4742170554088164,2.3593225503792645,0.802529927808409,0.16,1.2352785520949745,0.3
49,49,-2.1040360601183723,-0.04030480285660276,-0.04364640652987552,-0.04189159689125577,0.3450512767323007,2.484881465212123,2.900412345670299,0.47319428635893757,2.3597512249371517,0.8025291825290937,0.16,1.233627792409716,0.3
50,50,-2.104060280155482,-0.041153070099004575,-0.044194493018007264,-0.042700630039023114,0.3446495219807493,2.482951869387804,2.899823056339309,0.4721686437186528,2.3601959537866555,0.8025150497137539,0.16,1.2320010054727946,0.3
51,51,-2.1040834251939673,-0.041924846596943934,-0.044697209831423654,-0.04343469118478512,0.34424740984589275,2.481043620929978,2.899250239870906,0.4711403085352767,2.3606563623485326,0.8024876961774736,0.16,1.230397913197162,0.3
52,52,-2.1041056264623648,-0.04262742688341877,-0.04515866049860424,-0.044100895156137764,0.3438450180463213,2.479156578920774,2.8986936708308866,0.47010945054330155,2.3611320815653256,0.8024472908810129,0.16,1.2288182172809832,0.3
53,53,-2.1041269938687472,-0.04326740334778616,-0.045582573439916334,-0.04470567566705392,0.3434424199628867,2.477290581372853,2.898153116732682,0.4690762290131242,2.3616227483052454,0.8023940042647701,0.16,1.2272616024238376,0.3
54,54,-2.10414761977821,-0.04385073419085785,-0.045972336422674114,-0.04525485085913856,0.3430396849435466,2.475445448122304,2.897628339408719,0.468040793533965,2.362128005682508,0.8023280076696654,0.16,1.2257277391819623,0.3
55,55,-2.104167582105946,-0.0443828047753123,-0.046331027839623666,-0.04575368250992348,0.3426368785844619,2.4736209834091,2.897119096222613,0.46700328473570824,2.362647503305398,0.8022494728350396,0.16,1.2242162865000423,0.3
56,56,-2.104186946850708,-0.044868483015540556,-0.046661445105262385,-0.04620692952242878,0.34223406298911535,2.4718169781768573,2.8966251411391757,0.4659638349541397,2.3631808974620063,0.8021585714646877,0.16,1.2227268939534455,0.3
57,57,-2.104205770170619,-0.04531216938818802,-0.0469661304368693,-0.046618896250536765,0.34183129700711246,2.47003321212062,2.8961462256675228,0.46492256884379995,2.3637278512524054,0.8020554748530722,0.16,1.2212592037314616,0.3
58,58,-2.1042241000846977,-0.045717842087870705,-0.04724739426220191,-0.046993476160801656,0.34142863645422555,2.468269455508623,2.895682099691021,0.46387960394241673,2.3642880346749617,0.8019403535646106,0.16,1.2198128523890683,0.3
59,59,-2.104241977868183,-0.04608909780127208,-0.04750733647325323,-0.04733419128261636,0.3410261343151378,2.466525470801449,2.8952325121964044,0.46283505119062623,2.3648611246735287,0.801813377159703,0.16,1.218387472391967,0.3
60,60,-2.1042594391973655,-0.04642918852655201,-0.04774786572503278,-0.04764422785469208,0.3406238409302481,2.4648010140896814,2.8947972119131076,0.46178901541045037,2.365446805151423,0.8016747139618585,0.16,1.2169826934771126,0.3
61,61,-2.1042765150894267,-0.04674105482324332,-0.04797071695983168,-0.04792646853611841,0.3402218041678018,2.4630958363690527,2.8943759478727147,0.4607415957457594,2.3660447669573323,0.8015245308609076,0.16,1.215598143848676,0.3
62,62,-2.104293232674503,-0.047027355840144995,-0.048177467320670506,-0.048183521514456214,0.3398200695825224,2.4614096846701594,2.8939684698973687,0.45969288606772357,2.366654707847636,0.801362993147852,0.16,1.2142334512273063,0.3
63,63,-2.1043096158303998,-0.04729049643474253,-0.048369550602439845,-0.04841774681099422,0.33941868056183444,2.459742303058108,2.8935745290250523,0.4586429753480417,2.3672763324290305,0.8011902643774085,0.16,1.2128882437686992,0.3
64,64,-2.104325685704848,-0.04753265166704434,-0.04854827037548101,-0.04863128005413553,0.3390176784606844,2.458093433515864,2.8931938778788,0.4575919480025306,2.3679093520848333,0.8010065062547564,0.16,1.2115621508657908,0.3
65,65,-2.1043414611456353,-0.04775578892308333,-0.04871481190387768,-0.04882605396556246,0.33861710272589296,2.4564628167236773,2.892826270986142,0.4565398842074657,2.3685534848878875,0.8008118785434039,0.16,1.210254803847386,0.3
66,66,-2.1043569590552855,-0.047961687898408635,-0.048870252969419985,-0.04900381778008094,0.33821699101089686,2.4548501927456674,2.892471465054396,0.4554868601908824,2.369208455502575,0.8006065389914465,0.16,1.2089658365846652,0.3
67,67,-2.1043721946838736,-0.04815195864941133,-0.04901557370194683,-0.04916615479861456,0.3378173792816739,2.453255301633519,2.8921292192068173,0.45443294850087756,2.369873995078115,0.8003906432738184,0.16,1.207694886015801,0.3
68,68,-2.104387181871142,-0.04832805790005338,-0.049151665507472145,-0.04931449825447896,0.33741830191458033,2.4516778839561826,2.8917992951840596,0.4533782182527912,2.3705498411349932,0.8001643449484143,0.16,1.2064415925978087,0.3
69,69,-2.1044019332470167,-0.04849130377328111,-0.04927933917706583,-0.0494501456556132,0.33701979178677205,2.4501176812635634,2.8914814575149217,0.4523227353570005,2.371235737446124,0.7999277954242228,0.16,1.2052056006937866,0.3
70,70,-2.104416460398001,-0.048642889099909166,-0.04939933225180792,-0.04957427174969008,0.3366218803598261,2.4485744364913327,2.8911754736599087,0.45126656272892085,2.3719314339140944,0.7996811439398307,0.16,1.203986558902811,0.3
71,71,-2.104430774005543,-0.048783893442881185,-0.049512315712192216,-0.04968794024480737,0.33622459775712915,2.447047894313253,2.890881114130755,0.4502097604826784,2.372636686445645,0.7994245375508601,0.16,1.202784120338976,0.3
72,72,-2.10444488396138,-0.04891529396138983,-0.04961890005405768,-0.04979211440562654,0.3358279728355526,2.4455378014467337,2.8905981525886957,0.4491523861098034,2.373351256824368,0.7991581211250762,0.16,1.2015979428653563,0.3
73,73,-2.1044587994639614,-0.04903797522722745,-0.049719640807408164,-0.04988766663323426,0.3354320332518906,2.4440439069167237,2.8903263659239777,0.44809449464417983,2.3740749125824383,0.7988820373440605,0.16,1.2004276892880479,0.3
74,74,-2.104472529099291,-0.04915273809481376,-0.04981504354929548,-0.04997538712654196,0.33503680552449766,2.4425659622825195,2.890065534318813,0.4470361388143882,2.3748074268720822,0.7985964267104798,0.16,1.1992730275148813,0.3
75,75,-2.104486080908949,-0.04926030771648585,-0.049905568457231264,-0.050055991713589376,0.33464231509052617,2.441103721831571,2.8898154412957373,0.4459773691844826,2.375548578337348,0.7983014275601071,0.16,1.1981336306828962,0.3
76,76,-2.104499462447539,-0.049361340785740206,-0.04999163444531988,-0.05013012893258835,0.33424858635912913,2.4396569427439383,2.889575873753114,0.44491823428415816,2.3762981509866656,0.7979971760778531,0.16,1.1970091772582239,0.3
77,77,-2.1045126808314065,-0.04945643208308729,-0.0500736229214256,-0.050198386434839704,0.33385564276096374,2.438225385230664,2.8893466219893345,0.4438587807291838,2.3770559340665893,0.7976838063171654,0.16,1.1958993511116236,0.3
78,78,-2.104525742780141,-0.04954612039193348,-0.05015188120016459,-0.05026129677469776,0.33346350679430165,2.436808812648977,2.8891274797170814,0.44279905333290337,2.3778217219370417,0.7973614502222329,0.16,1.1948038415725613,0.3
79,79,-2.1045386546521083,-0.049630893845365676,-0.05022672560331566,-0.05031934264547454,0.333072200068026,2.435406991596934,2.8889182440688805,0.44173909520954,2.378595313948323,0.797030237652509,0.16,1.193722343464404,0.3
80,80,-2.104551422475029,-0.04971119475881062,-0.05029844427634033,-0.050372961614499806,0.3326817433417718,2.4340196919898243,2.8887187155950182,0.4406789478699765,2.3793765143200933,0.7966902964091279,0.16,1.1926545571230185,0.3
81,81,-2.104564051972435,-0.0497874239982128,-0.05036729974706739,-0.05042255040542586,0.33229215656344246,2.43264668712042,2.8885286982547873,0.43961865131062833,2.3801651320224826,0.7963417522628481,0.16,1.191600188400813,0.3
82,82,-2.1045765485867056,-0.049859944928565485,-0.05043353125020323,-0.05046846877123611,0.331903458904317,2.431287753704923,2.8883479994019092,0.43855824409597316,2.3809609806594616,0.7959847289832039,0.16,1.1905589486580308,0.3
83,83,-2.1045889174992274,-0.049929086983286436,-0.05049735683915651,-0.0505110429972317,0.33151566879194283,2.429942671916266,2.888176429764893,0.4374977634352533,2.3817638783545583,0.7956193483685922,0.16,1.1895305547429122,0.3
84,84,-2.1046011636481667,-0.04999514889101034,-0.050558975304692326,-0.050550569069491645,0.33112880394099214,2.42861122540625,2.888013803422996,0.4364372452538235,2.3825736476389867,0.7952457302770557,0.16,1.1885147289621527,0.3
85,85,-2.104613291744219,-0.05005840159283043,-0.05061856791813863,-0.050587315540886614,0.3307428813822449,2.4272932013178394,2.8878599377783822,0.435376724259576,2.3833901153422272,0.794863992657562,0.16,1.1875111990429348,0.3
86,86,-2.1046253062846576,-0.050119090879825766,-0.05067630001524049,-0.050621526123641646,0.33035791748984644,2.425988390288782,2.8877146535250033,0.43431623400483926,2.384213112485082,0.7944742515816019,0.16,1.1865196980876653,0.3
87,87,-2.1046372115659464,-0.05017743977782586,-0.0507323224352803,-0.050653422034654894,0.32997392800697634,2.4246965864476198,2.8875777746146722,0.4332558069441112,2.3850424741752114,0.7940766212749593,0.16,1.1855399645224225,0.3
88,88,-2.104649011695125,-0.050233650703757834,-0.05078677282873905,-0.05068320411726095,0.3295909280700513,2.4234175874030166,2.8874491282207355,0.43219547448795914,2.385878039505143,0.7936712141495257,0.16,1.184571742040007,0.3
89,89,-2.104660710600148,-0.050287907415569495,-0.050839776845555996,-0.050711054760850804,0.3292089322315757,2.422151194227246,2.887328544699718,0.43113526705338867,2.3867196514527365,0.7932581408350519,0.16,1.1836147795383896,0.3
90,90,-2.1046723120393254,-0.050340376775595636,-0.05089144921493601,-0.05073713963770339,0.32882795448174323,2.420897211434578,2.8872158575512588,0.430075214110959,2.387567156784078,0.7928375102107457,0.16,1.1826688310552596,0.3
91,91,-2.1046838196099875,-0.05039121034531742,-0.05094189472664969,-0.0507616092745255,0.3284480082688832,2.419655446955237,2.887110903376628,0.429015344228899,2.38842040595877,0.7924094294366403,0.16,1.1817336556992974,0.3
92,92,-2.1046952367564766,-0.05044054582773018,-0.05099120912285765,-0.05078460047451615,0.32806910651883875,2.418425712105515,2.8870135218360753,0.427955685114455,2.3892792530375786,0.7919740039846689,0.16,1.1808090175787251,0.3
93,93,-2.1047065667775473,-0.05048850837197092,-0.051039479908661214,-0.05080623760425403,0.32769126165335427,2.417207821554575,2.886923555605236,0.4268962636526846,2.390143555592392,0.7915313376693934,0.16,1.1798946857276236,0.3
94,94,-2.1047178128332527,-0.050535211753442714,-0.05108678708882913,-0.05082663375833383,0.3273144856075454,2.416001593288408,2.8868408503307945,0.42583710594289,2.3910131746184518,0.7910815326783445,0.16,1.1789904340304518,0.3
95,95,-2.1047289779513703,-0.05058075944139609,-0.05113320383746611,-0.05084589181343792,0.32693878984651603,2.4148068485713643,2.8867652545855775,0.42477823733286885,2.3918879744487946,0.7906246896019373,0.16,1.1780960411451515,0.3
96,96,-2.1047400650334236,-0.05062524556477452,-0.051178797106766684,-0.05086410538240815,0.3265641853811836,2.413623411905635,2.886696619823232,0.42371968245114777,2.392767822670869,0.7901609074629364,0.16,1.1772112904251755,0.3
97,97,-2.1047510768603366,-0.05066875578608897,-0.05122362818043583,-0.05088135967787034,0.32619068278336644,2.412451110989004,2.8866348003326254,0.42266146523734616,2.3936525900452637,0.789690283745446,0.16,1.1763359698407385,0.3
98,98,-2.1047620160977627,-0.0507113680921457,-0.05126775317684342,-0.05089773229404728,0.3258182922001847,2.411289776671178,2.886579653192088,0.42160360897080845,2.3945421504265036,0.7892129144234111,0.16,1.175469871899557,0.3
99,99,-2.104772885301114,-0.05075315350960127,-0.05131122350651592,-0.05091329391456969,0.3254470233678201,2.4101392429089423,2.886531038223602,0.4205461362976308,2.395436380685857,0.7887288939886167,0.16,1.1746127935673083,0.3
100,100,-2.1047836869203205,-0.05079417675255017,-0.05135408628814498,-0.050928108953344375,0.32507688562467685,2.4089993467203836,2.886488817947029,0.41948906925619706,2.3963351606361027,0.7882383154781761,0.16,1.1737645361880122,0.3
101,101,-2.104794423304341,-0.05083449680865801,-0.05139638472690987,-0.05094223613486511,0.3247078879239829,2.407869928138381,2.8864528575344632,0.4184324293013299,2.3972383729582063,0.7877412705015046,0.16,1.172924905404518,0.3
102,102,-2.1048050967054497,-0.05087416746972463,-0.0514381584585615,-0.0509557290197376,0.3243400388458664,2.406750830163548,2.886423024764773,0.417376237327155,2.3981459031298566,0.787237849266775,0.16,1.1720937110792509,0.3
103,103,-2.1048157092833035,-0.050913237811996886,-0.051479443862399395,-0.05096863648063981,0.32397334660894017,2.405641898716785,2.8863991899784014,0.41632051368876666,2.39905763935581,0.7867281406068563,0.16,1.1712707672153553,0.3
104,104,-2.1048262631088215,-0.05095175263103799,-0.05152027434598607,-0.050981003133436835,0.3236078190814244,2.4045429825915896,2.8863812260324733,0.4152652782227772,2.3999734724999944,0.7862122320047363,0.16,1.170455891878357,0.3
105,105,-2.104836760167876,-0.05098975283549879,-0.051560680604181015,-0.050992869727720005,0.3232434637918344,2.4034539334062397,2.8863690082562634,0.4142105502668259,2.400893296019325,0.7856902096184333,0.16,1.1696489071184444,0.3
106,106,-2.104847202364819,-0.05102727580371817,-0.05160069085484128,-0.05100427350063,0.3228802879392595,2.4023746055559743,2.88636241440706,0.4131563486781164,2.401817005899188,0.7851621583053991,0.16,1.168849638893462,0.3
107,107,-2.104857591525839,-0.051064355706702834,-0.05164033105331823,-0.051015248497455305,0.3225182984032557,2.4013048561652566,2.8863613246264612,0.4121026918510464,2.4027445005905443,0.7846281616464238,0.16,1.1680579169926917,0.3
108,108,-2.1048679294021806,-0.05110102380069524,-0.05167962508768645,-0.05102582586216325,0.322157501753374,2.4002445450402123,2.8863656213971405,0.4110495977339889,2.403675680948608,0.7840883019690442,0.16,1.167273574961489,0.3
109,109,-2.104878217673206,-0.05113730869223073,-0.05171859495646201,-0.05103603410071953,0.3217979042583439,2.3991935346213142,2.8863751895000966,0.4099970838452786,2.404610450173061,0.7835426603704684,0.16,1.1664964500268304,0.3
110,110,-2.104888457949335,-0.05117323657830612,-0.051757260930406376,-0.051045899319778834,0.3214395118949308,2.3981516899363813,2.8863899159724205,0.4089451672884538,2.4055487137497606,0.7829913167400208,0.16,1.165726383023819,0.3
111,111,-2.1048986517748536,-0.051208831464030685,-0.051795641699866134,-0.05105544544308244,0.32108233035648354,2.3971188785539455,2.8864096900655913,0.4078938647667999,2.4064903793938983,0.782434349781119,0.16,1.1649632183231904,0.3
112,112,-2.104908800630598,-0.05124411535990297,-0.05183375450896519,-0.05106469440767618,0.3207263650611885,2.3960949705370376,2.88643440320432,0.4068431925972367,2.4074353569945703,0.7818718370327907,0.16,1.164206803759851,0.3
113,113,-2.10491890593653,-0.05127910846065095,-0.05187161527784602,-0.0510736663418599,0.32037162116004425,2.3950798383974368,2.886463948945952,0.4057931667235896,2.4083835585607285,0.781303854890739,0.16,1.1634569905624739,0.3
114,114,-2.1049289690542,-0.0513138293073882,-0.05190923871404617,-0.05108237972659759,0.32001810354457033,2.394073357050415,2.88649822294044,0.40474380272927996,2.4093348981684652,0.7807304786279669,0.16,1.162713633284177,0.3
115,115,-2.1049389912891057,-0.05134829493467011,-0.051946638413997166,-0.05109085154195183,0.31966581685426293,2.393075403770012,2.8865371228908954,0.4036951158494696,2.4102892919096064,0.7801517824149703,0.16,1.1619765897342982,0.3
116,116,-2.104948973892955,-0.05138252100388288,-0.05198382695554201,-0.05109909739995837,0.31931476548380855,2.392085858144865,2.886580548514725,0.4026471209826897,2.4112466578415708,0.7795678393395084,0.16,1.1612457209112808,0.3
117,117,-2.104958918065831,-0.0514165219242607,-0.05202081598228649,-0.05110713166521974,0.31896495359006716,2.3911046020346163,2.8866284015053547,0.4015998327019834,2.412206915938468,0.7789787214259605,0.16,1.160520890936677,0.3
118,118,-2.1049688249582665,-0.0514503109627029,-0.0520576162805228,-0.051114967564377466,0.3186163850988345,2.3901315195269164,2.8866805854945468,0.40055326526558893,2.4131699880433994,0.778384499654281,0.16,1.159801966990277,0.3
119,119,-2.10497869567324,-0.05148390034345052,-0.05209423784939895,-0.051122617285509715,0.31826906371139313,2.389166496895038,2.886737006015312,0.39950743262718813,2.414135797821932,0.7777852439785592,0.16,1.1590888192463626,0.3
120,120,-2.1049885312680754,-0.051517301338580304,-0.05213068996494341,-0.05113009206840325,0.31792299291086096,2.3882094225561135,2.8867975704654127,0.3984623484457437,2.415104270716717,0.7771810233451948,0.16,1.1583813208110896,0.3
121,121,-2.1049983327562787,-0.051550524350183737,-0.05216698123850063,-0.05113740228655726,0.3175781759683459,2.387260187030003,2.886862188071465,0.3974180260949465,2.4160753339032204,0.7765719057106977,0.16,1.1576793476609917,0.3
122,122,-2.105008101109287,-0.05158357898501408,-0.05220311967008072,-0.05114455752169575,0.3172346159489139,2.386318682898803,2.886930769853627,0.39637447867229336,2.41704891624654,0.7759579580591214,0.16,1.1569827785826066,0.3
123,123,-2.1050178372581527,-0.051616474122311566,-0.052239112697081674,-0.0511515666314913,0.3168923157173778,2.385384804766998,2.887003228590883,0.39533171900781383,2.4180249482592795,0.775339246419138,0.16,1.1562914951132133,0.3
