,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,-1.6283607339931156,-1.883577788886017,-1.932932120564207,-1.8995993739681878,-1.902316763600858,-1.9177759153085212,-1.924724438502451,-1.9304410800454823,-1.9393369644275995,-1.9465553795259827,-1.9514596668694961,-1.9594464837992223,-1.9684668227173787,-1.9711295549574774,-1.9659017195564312,-1.95995725586574,-1.9600341890213278,-1.9656275785297483,-1.9722914686033528,-1.976775003602243,-1.9788081728424574,-1.9794312262695444,-1.9791395222650385,-1.9783265789117102,-1.9783081182601556,-1.9802939298576339,-1.9834188661893506,-1.9857596533844104,-1.9871541974006375,-1.9890166722504885,-1.9918393467724569
1,-1.7522840879883996,-1.7507398605503164,-1.826233362994818,-1.9435628429748468,-1.9136976051747963,-1.8815359870387787,-1.908874805985065,-1.9364239771922285,-1.942598446543867,-1.9465637251727397,-1.9486479077498884,-1.950809569478925,-1.9630902559072716,-1.9790516002042544,-1.9844946640191587,-1.9828659629774095,-1.9841399879535457,-1.9887424828850149,-1.9906474465989275,-1.9898665384036716,-1.9902156495357932,-1.994115919765746,-1.997220262297857,-1.9964421810403685,-1.9963251222776248,-1.9974413435465963,-1.9989133845979397,-1.9996889550430998,-2.000596773488445,-2.003372331398543,-2.004091047884486
2,-1.56623178935748,-1.592856168350463,-1.6788991144912226,-1.7688567204216645,-1.8306921920265147,-1.8481635760833302,-1.8405101212583503,-1.8318191181214363,-1.8465935500543753,-1.8930071639625248,-1.9263245210162836,-1.9242112406579663,-1.9127632727505193,-1.9193774890254416,-1.9411244342390859,-1.9463231489027448,-1.94174348154579,-1.9404543601816282,-1.9456550079021107,-1.953823759449485,-1.9653748386393972,-1.973744852543813,-1.968871946311051,-1.9640223498349414,-1.9649657032397896,-1.9691978661600924,-1.9737578046204858,-1.9775342873633888,-1.9769391069222193,-1.976114489388343,-1.9782964846493223
3,-1.1164247731432997,-1.0674094579984117,-1.1879766288938944,-1.2927696453851367,-1.39990325752072,-1.5851289830163386,-1.7828058301553358,-1.8468202750809106,-1.7083952955522796,-1.617376404504102,-1.71655911249223,-1.883520631399909,-1.9563143601961952,-1.9078107436158596,-1.8608942840272527,-1.8631003043598293,-1.8806909752267442,-1.9008415656461943,-1.9163722931411462,-1.9309746473863318,-1.9393117043055068,-1.9403801789494977,-1.9354125303884389,-1.9293699404702347,-1.9458151242478414,-1.9496221811224355,-1.9525143592799512,-1.9605700184624337,-1.9581442289441064,-1.9667832006399317,-1.9646148638410268
4,-1.1692393505849983,-0.8723163247696396,-0.9221377502418071,-1.329414328496669,-1.570265378948194,-1.44931783378184,-1.5572444095090907,-1.6684809206341487,-1.726956282980592,-1.7750918856175417,-1.8149430416989896,-1.8144078866421474,-1.8262940017260219,-1.8639447678240908,-1.8665321495236278,-1.8652481289278857,-1.899470285163541,-1.9204776920654731,-1.9154221639880182,-1.9204900701982681,-1.9485294509842057,-1.9717175216510536,-1.9477581917691265,-1.9270453454652365,-1.9563553619156808,-1.9858547747764057,-1.984347300215007,-1.9701781162058654,-1.9679892100496463,-1.975228954934245,-1.9863123923743333
