,0
0,-7.863202030289785
1,-7.868316090354466
2,-7.872015640964297
3,-7.874691811098796
4,-7.876630003711913
5,-7.8780368896961
6,-7.879061401390088
7,-7.879810557613684
8,-7.880361152957852
9,-7.880768277445856
10,-7.881071471671662
11,-7.8812991485361765
12,-7.881471758694037
13,-7.8816040522709425
14,-7.881706693560203
15,-7.88178741381713
16,-7.881851834812913
17,-7.881904057838811
18,-7.881947085592014
19,-7.881983124904348
20,-7.882013804415565
