,0
0,-7.600307646838591
1,-7.605205955146882
2,-7.6086392096895406
3,-7.611052058904972
4,-7.612754999532208
5,-7.61396364069178
6,-7.614827296891941
7,-7.615449311998755
8,-7.615901286394902
9,-7.616232941585189
10,-7.616478920974229
11,-7.616663464066205
12,-7.616803615323913
13,-7.616911427613417
14,-7.61699547728903
15,-7.617061908290347
16,-7.617115153813911
17,-7.617158436949442
18,-7.617194119458416
19,-7.617223945927263
20,-7.617249215593622
