,0
0,-7.118796693886952
1,-7.383422491487151
2,-7.55927485643948
3,-7.676624179119468
4,-7.754011611568006
5,-7.804000398441919
6,-7.835103649297332
7,-7.853005144667143
8,-7.86152497079293
9,-7.863286758808675
10,-7.860159114543995
11,-7.853500064384131
12,-7.84429673013957
13,-7.833295263488571
14,-7.821042998626626
15,-7.807955187349024
16,-7.794356877833968
17,-7.7804928830473035
18,-7.766558603041175
19,-7.752721079721344
