,0
0,-7.136603595745996
1,-7.401150846017183
2,-7.576866464326384
3,-7.693733330864013
4,-7.770579443976406
5,-7.8202411436318515
6,-7.851444674868745
7,-7.869725973713779
8,-7.879079142392894
9,-7.882184938258442
10,-7.880775039109354
11,-7.8762095777177965
12,-7.869511096924014
13,-7.861391853875754
14,-7.852620565889676
15,-7.843500820229488
16,-7.834113957665818
17,-7.825041143651998
18,-7.816387345511916
19,-7.80791856786934
